,0,1
1044,put it on,setz sie auf
1045,put it on,setz sie dir auf
1046,put it on,zieh sie dir an
1047,put it on,setz ihn dir auf
1048,read this,lies das hier
1049,repeat it,wiederhole es
1050,repeat it,wiederholen sie es
1051,repeat it,wiederholt es
1052,say aah,sag „ah“
1053,say hello,sag hallo
1054,see below,siehe unten
1055,seize him,fass ihn
1056,seize him,fassen sie ihn
1057,seize him,fasst ihn
1058,seriously,wirklich
1059,seriously,echt
1060,seriously,ernsthaft
1061,seriously,im ernst
1062,seriously,echt jetzt
1063,she cried,sie weinte
1064,she tried,sie hats versucht
1065,she walks,sie geht
1066,she walks,sie geht zu fuß
1067,shes hot,sie ist heiß
1068,sign here,unterschreibe hier
1069,sign here,unterschreiben sie hier
1070,sign this,unterschreiben sie das
1071,sign this,unterschreib das
1072,sit by me,setz dich zu mir
1073,sit still,sitz still
1074,sit still,sitzen sie still
1075,sit there,setz dich dorthin
1076,sit tight,harre aus
1077,start now,beginnen sie jetzt
1078,start now,fang jetzt an
1079,stay away,bleiben sie weg
1080,stay back,bleibt zurück
1081,stay calm,bleib ruhig
1082,stay calm,bleiben sie ruhig
1083,stay cool,bleib ruhig
1084,stay cool,bleibt ruhig
1085,stay cool,bleiben sie ruhig
1086,stay cool,bleib cool
1087,stay cool,bleibt cool
1088,stay down,bleib unten
1089,stay down,bleib unten
1090,stay home,bleib zu hause
1091,stay thin,bleib dünn
1092,step back,tritt zurück
1093,stop here,hör hier auf
1094,stop here,halte hier
1095,stop here,halte hier an
1096,stop here,bleib hier stehen
1097,stop that,lass das
1098,stop that,hör auf damit
1099,stop that,hör mal auf
1100,stop that,hör mal auf damit
1101,stop them,stopp sie
1102,stop them,stoppen sie sie
1103,take care,pass auf dich auf
1104,take care,gib auf dich acht
1105,take care,machs gut
1106,take care,gib auf dich acht
1107,take mine,nimm meins
1108,take mine,nimm meine
1109,take mine,nimm meinen
1110,take mine,nehmt meins
1111,take mine,nehmt meine
1112,take mine,nehmt meinen
1113,take mine,nehmen sie meins
1114,take mine,nehmen sie meinen
1115,take mine,nehmen sie meine
1116,take over,übernimm du
1117,take over,übernehmt ihr
1118,take over,übernehmen sie
1119,take this,nimm das
1120,thank you,danke
1121,thank you,danke schön
1122,that hurt,das tat weh
1123,that hurt,das hat wehgetan
1124,thats ok,das ist in ordnung
1125,thats ok,das ist ok
1126,thats it,das wars
1127,thats me,das bin ich
1128,thats me,ich bin jetzt fertig
1129,then what,na und
1130,they fell,sie fielen
1131,they fell,sie stürzten
1132,they lied,sie haben gelogen
1133,they lost,sie verloren
1134,they lost,sie haben verloren
1135,they swam,sie schwammen
1136,times up,die zeit ist um
1137,tom began,thomas begann
1138,tom began,thomas hat begonnen
1139,tom began,thomas fing an
1140,tom began,thomas hat angefangen
1141,tom bowed,tom verneigte sich
1142,tom cares,tom kümmert es
1143,tom cooks,tom kocht
1144,tom cried,tom weinte
1145,tom dived,tom tauchte
1146,tom dozed,tom döste
1147,tom drove,tom fuhr
1148,tom froze,tom erstarrte
1149,tom is ok,tom ist in ordnung
1150,tom is in,tom ist hier
1151,tom is up,tom ist auf
1152,tom knelt,tom kniete
1153,tom knelt,tom kniete sich hin
1154,tom knelt,thomas kniete
1155,tom knits,tom strickt
1156,tom knows,tom weiß es
1157,tom knows,tom weiß bescheid
1158,tom moved,tom bewegte sich
1159,tom rocks,tom ist super
1160,tom rocks,tom ist fantastisch
1161,tom slept,tom schlief
1162,tom spoke,tom hat gesprochen
1163,tom spoke,tom sprach
1164,tom spoke,tom redete
1165,tom stood,tom stand auf
1166,tom swims,tom schwimmt
1167,tom swore,tom fluchte
1168,tom tried,tom versuchte es
1169,tom tried,tom hat es versucht
1170,tom tries,tom versucht es
1171,tom voted,tom hat gewählt
1172,tom voted,tom wählte
1173,tom walks,tom geht zu fuß
1174,tom waved,tom winkte
1175,tom works,tom arbeitet
1176,tomll go,tom wird gehen
1177,toms fat,tom ist dick
1178,toms mad,tom ist wütend
1179,toms sad,tom ist traurig
1180,toms shy,tom ist schüchtern
1181,trust tom,vertraue tom
1182,trust tom,vertrauen sie tom
1183,trust tom,vertraut tom
1184,try again,versuchen sie es noch einmal
1185,try again,versuch es noch einmal
1186,try again,versucht es noch mal
1187,try it on,probier es an
1188,try it on,probier sie an
1189,try it on,probier ihn an
1190,unlock it,schließ es auf
1191,unlock it,entsperr es
1192,watch tom,sieh tom zu
1193,watch tom,sehen sie tom zu
1194,watch tom,seht tom zu
1195,we agreed,wir waren uns einig
1196,we agreed,wir stimmten zu
1197,we can go,wir können gehen
1198,we did it,wir haben es geschafft
1199,we did it,wir haben es geschafft
1200,we failed,wir sind gescheitert
1201,we failed,wir haben versagt
1202,we forgot,wir haben es vergessen
1203,we limped,wir hinkten
1204,we prayed,wir haben gebetet
1205,we prayed,wir beteten
1206,we saw it,wir sahen es
1207,we saw it,wir haben es gesehen
1208,we smiled,wir lächelten
1209,we talked,wir haben uns unterhalten
1210,we waited,wir warteten
1211,we walked,wir sind zu fuß gegangen
1212,well see,wir werden sehen
1213,well try,wir werden es versuchen
1214,well win,wir werden siegen
1215,were hot,uns ist heiß
1216,were old,wir sind alt
1217,were sad,wir sind traurig
1218,were shy,wir sind schüchtern
1219,weve won,wir haben gewonnen
1220,well done,gut gemacht
1221,whats on,was ist los
1222,whats up,was ist los
1223,whats up,na wie gehts
1224,who cares,wen kümmert’s
1225,who cares,wen kümmert das schon
1226,who drove,wer ist gefahren
1227,who drove,wer fuhr
1228,who is he,wer ist er
1229,who is it,wer ist da
1230,who spoke,wer hat gesprochen
1231,who spoke,wer sprach
1232,who stood,wer stand
1233,wholl go,wer geht
1234,wholl go,wer wird gehen
1235,whos she,wer ist sie
1236,wonderful,wunderbar
1237,wonderful,herrlich
1238,write tom,schreibe tom
1239,write tom,schreiben sie tom
1240,write tom,schreibt tom
1241,you drive,du fährst
1242,you drive,sie fahren
1243,you idiot,du idiot
1244,you smell,du stinkst
1245,you start,du fängst an
1246,you stink,du stinkst
1247,you stink,ihr stinkt
1248,you stink,sie stinken
1249,you tried,du hasts versucht
1250,youre ok,du bist okay
1251,aim higher,ziel höher
1252,aim higher,zielen sie höher
1253,aim higher,zielt höher
1254,all aboard,alle mann an bord
1255,am i dying,sterbe ich
1256,am i early,bin ich früh dran
1257,am i fired,bin ich gefeuert
1258,am i hired,bin ich eingestellt
1259,am i right,habe ich recht
1260,am i right,liege ich richtig
1261,am i weird,bin ich komisch
1262,am i wrong,hab ich nicht recht
1263,am i wrong,irre ich mich
1264,answer tom,antworte tom
1265,answer tom,antworten sie tom
1266,answer tom,antwortet tom
1267,are you 18,bist du 18
1268,are you ok,geht es dir gut
1269,are you ok,geht es euch gut
1270,are you ok,geht es ihnen gut
1271,are you in,bist du dabei
1272,are you up,bist du auf
1273,are you up,bist du aufgestanden
1274,ask anyone,frag irgendwen
1275,ask around,frag herum
1276,ask around,fragen sie herum
1277,ask around,fragt herum
1278,be careful,vorsicht
1279,be careful,sei vorsichtig
1280,be careful,sieh dich vor
1281,be careful,gib obacht
1282,be careful,gib acht
1283,be careful,gib acht
1284,be on time,sei pünktlich
1285,be on time,seien sie pünktlich
1286,be patient,sei geduldig
1287,be serious,bleib mal auf dem boden der tatsachen
1288,birds sing,vögel singen
1289,bottoms up,zum wohl
1290,bring food,bring essen mit
1291,bring food,bringen sie essen mit
1292,bring help,hol hilfe
1293,bring wine,bring wein
1294,can i come,kann ich kommen
1295,can i come,darf ich kommen
1296,can i help,kann ich helfen
1297,can i help,kann ich mich nützlich machen
1298,can i sing,kann ich singen
1299,can i stay,kann ich bleiben
1300,carry this,trag das
1301,check that,prüfe das nach
1302,check that,prüfen sie das nach
1303,check this,überprüfen sie das
1304,choose one,suche eines aus
1305,choose one,such dir eine aus
1306,come again,komm wieder
1307,come again,kommt wieder
1308,come again,kommen sie wieder
1309,come alone,komm allein
1310,come alone,kommen sie allein
1311,come alone,kommt allein
1312,come along,komm mit
1313,come along,kommt mit
1314,come early,kommen sie frühzeitig
1315,come early,komm frühzeitig
1316,come on in,komm rein
1317,come on in,komm doch herein
1318,come on in,komm herein
1319,come quick,komm schnell
1320,come quick,kommt schnell
1321,come quick,kommen sie schnell
1322,come quick,kommt sofort
1323,come to me,komm zu mir
1324,come to us,komm zu uns
1325,definitely,auf jeden fall
1326,destroy it,mach es kaputt
1327,did tom go,ist tom hingegangen
1328,did tom go,ist tom gegangen
1329,did we win,haben wir gewonnen
1330,dig faster,grab schneller
1331,do come in,kommen sie doch rein
1332,do come in,komm doch rein
1333,do come in,kommen sie bitte herein
1334,do men cry,weinen männer
1335,dont brag,gib nicht an
1336,dont come,komm nicht
1337,dont come,kommt nicht
1338,dont come,kommen sie nicht
1339,dont jump,spring nicht
1340,dont jump,nicht springen
1341,dont jump,spring nicht
1342,dont look,nicht gucken
1343,dont move,bewegt euch nicht
1344,dont move,nicht bewegen
1345,dont peek,nicht gucken
1346,dont push,nicht schubsen
1347,dont rush,nur nicht so eilig
1348,dont sing,sing nicht
1349,dont stop,hör nicht auf
1350,dont talk,nicht reden
1351,dont talk,sag nichts
1352,dont wait,warte nicht
1353,dont wait,wartet nicht
1354,dont wait,warten sie nicht
1355,dont yell,schrei nicht
1356,dont yell,schreien sie nicht
1357,dont yell,schreit nicht
1358,drink this,trink das
1359,drink this,trink das hier
1360,duty calls,die pflicht ruft
1361,eat slowly,iss langsam
1362,examine it,untersuchen sie es
1363,fill it up,volltanken
1364,find a job,such dir einen job
1365,find a job,besorgt euch einen job
1366,find a job,suchen sie sich arbeit
1367,fire burns,feuer brennt
1368,follow tom,folge tom
1369,follow tom,folgen sie tom
1370,follow tom,folgt tom
1371,follow him,folge ihm
1372,forget tom,vergiss tom
1373,forget him,vergessen sie ihn
1374,forgive us,vergib uns
1375,get a life,hast du nichts anderes zu tun
1376,get a life,hast du nichts anderes zu tun
1377,get inside,komm herein
1378,get moving,beweg dich
1379,get off me,lass mich in ruhe
1380,get off me,runter von mir
1381,get to bed,geh schlafen
1382,get to bed,gehe schlafen
1383,give it up,gib es auf
1384,go on home,geh nach hause
1385,go see tom,geh zu tom
1386,go to work,geh arbeiten
1387,go to work,gehe arbeiten
1388,go warm up,geht euch aufwärmen
1389,god exists,gott existiert
1390,good night,gute nacht
1391,have faith,hab vertrauen
1392,he ate out,er ist weggegangen um zu essen
1393,he gave in,er gab auf
1394,he gave up,er gab auf
1395,he got a d,er bekam ein „ausreichend“
1396,he got a d,er bekam eine vier
1397,he hung up,er legte auf
1398,he hung up,er hat aufgelegt
1399,he is a dj,er ist ein dj
1400,he is a dj,er ist dj
1401,he is busy,er ist beschäftigt
1402,he is here,er ist hier
1403,he is kind,er ist freundlich
1404,he is kind,er ist liebenswürdig
1405,he is late,er kommt zu spät
1406,he is mean,er ist gemein
1407,he is mean,er ist fies
1408,he is poor,er ist arm
1409,he is sick,er ist krank
1410,he is tall,er ist groß
1411,he laughed,er lachte
1412,he laughed,er hat gelacht
1413,he made it,er schaffte es
1414,hes swiss,er ist schweizer
1415,hes broke,er ist pleite
1416,hes cruel,er ist grausam
1417,hes lying,er lügt
1418,hes smart,er ist klug
1419,hes smart,er ist elegant
1420,head north,fahren sie richtung norden
1421,head north,fahrt richtung norden
1422,hello tom,hallo tom
1423,here he is,er ist hier
1424,here it is,hier ist es
1425,here we go,los gehts
1426,here we go,jetzt gehts los
1427,heres tom,hier ist tom
1428,hold still,halt still
1429,hold still,halten sie still
1430,hold still,haltet still
1431,hold tight,halt dich fest
1432,how absurd,so ein unsinn
1433,how absurd,wie absurd
1434,how boring,wie langweilig
1435,how clever,wie schlau
1436,how clever,wie geschickt
1437,how clever,wie klug
1438,how lovely,wie nett
1439,how tragic,wie tragisch
1440,how was it,wie war es
1441,hows work,wie läuft die arbeit
1442,hurry home,geh schnell nach hause
1443,hurry home,gehen sie schnell nach hause
1444,i admit it,ich geb es zu
1445,i am a boy,ich bin ein junge
1446,i am a man,ich bin ein mann
1447,i am a man,ich bin ein mensch
1448,i am happy,ich bin glücklich
1449,i am happy,ich bin froh
1450,i am human,ich bin menschlich
1451,i am ready,ich bin bereit
1452,i am ready,ich bin fertig
1453,i am ready,ich bin soweit
1454,i am right,ich habe recht
1455,i am right,ich habe recht
1456,i broke it,ich habe es kaputtgemacht
1457,i built it,ich habe es gebaut
1458,i built it,ich habe ihn gebaut
1459,i built it,ich habe sie gebaut
1460,i can come,ich kann kommen
1461,i can cook,ich kann kochen
1462,i can help,ich kann helfen
1463,i can jump,ich kann springen
1464,i can sing,ich kann singen
1465,i can stay,ich kann bleiben
1466,i can swim,ich kann schwimmen
1467,i can wait,ich kann warten
1468,i can walk,ich kann gehen
1469,i cant go,ich kann nicht gehen
1470,i canceled,ich habe abgesagt
1471,i canceled,ich sagte ab
1472,i chew gum,ich kaue kaugummi
1473,i disagree,ich bin anderer meinung
1474,i disagree,ich bin anderer ansicht
1475,i drank it,ich habe es getrunken
1476,i eat here,ich esse hier
1477,i eat meat,ich esse fleisch
1478,i eat rice,ich esse reis
1479,i envy tom,ich beneide tom
1480,i envy her,ich beneide sie
1481,i envy him,ich beneide ihn
1482,i feel bad,ich fühle mich schlecht
1483,i feel old,ich fühle mich alt
1484,i fixed it,ich habe es repariert
1485,i fixed it,ich habe ihn repariert
1486,i fixed it,ich habe sie repariert
1487,i found it,ich habe es gefunden
1488,i found it,ich habe ihn gefunden
1489,i found it,ich habe sie gefunden
1490,i got an a,ich habe eine eins bekommen
1491,i got cold,mir wurde kalt
1492,i had help,ich hatte hilfe
1493,i hate tom,ich hasse tom
1494,i have one,ich habe eine
1495,i have one,ich habe eines
1496,i have won,ich habe gewonnen
1497,i have won,ich gewann
1498,i have won,ich bin der sieger
1499,i have won,ich bin sieger
1500,i hear you,ich höre dich
1501,i hear you,ich weiß was ihr meint
1502,i hear you,ich weiß was sie meinen
1503,i hear you,ich verstehe was ihr sagt
1504,i hear you,ich verstehe was sie sagen
1505,i heard it,ich habe es gehört
1506,i heard it,ich habe es vernommen
1507,i help him,ich helfe ihm
1508,i hope not,ich hoffe nicht
1509,i just ate,ich habe gerade gegessen
1510,i knew tom,ich kannte tom
1511,i know tom,ich kenne tom
1512,i know her,ich kenne sie
1513,i know now,ich weiß es jetzt
1514,i know you,ich kenne dich
1515,i like tom,ich mag tom
1516,i like art,ich mag kunst
1517,i like him,ich mag ihn
1518,i like tea,ich mag tee
1519,i like you,du gefällst mir
1520,i like you,ich mag dich
1521,i listened,ich hörte zu
1522,i listened,ich habe zugehört
1523,i love tom,ich liebe tom
1524,i love her,ich liebe sie
1525,i love him,ich liebe ihn
1526,i love tea,ich liebe tee
1527,i love you,ich liebe sie
1528,i love you,ich liebe dich
1529,i love you,ich liebe euch
1530,i love you,ich liebe dich
1531,i loved it,ich liebte es
1532,i made tea,ich habe tee gemacht
1533,i made tea,ich machte tee
1534,i met them,ich habe sie getroffen
1535,i met them,ich traf sie
1536,i miss tom,ich vermisse tom
1537,i miss tom,tom fehlt mir
1538,i miss you,ich vermisse dich
1539,i miss you,ich vermisse sie
1540,i miss you,ich vermisse euch
1541,i miss you,du fehlst mir
1542,i need tom,ich brauche tom
1543,i need air,ich brauche luft
1544,i need ice,ich brauche eis
1545,i need you,ich brauche dich
1546,i need you,ich brauche sie
1547,i need you,ich brauche euch
1548,i panicked,ich geriet in panik
1549,i pity you,du tust mir leid
1550,i promised,ich habe es versprochen
1551,i ran away,ich rannte davon
1552,i ran home,ich lief nach hause
1553,i ran home,ich rannte nach hause
1554,i remember,ich erinnere mich
1555,i resigned,ich bin zurückgetreten
1556,i resigned,ich trat zurück
1557,i said yes,ich sagte ja
1558,i sat down,ich setzte mich
1559,i saw that,das habe ich gesehen
1560,i saw them,ich habe sie gesehen
1561,i see that,ich sehe das
1562,i shot tom,ich schoss auf tom
1563,i survived,ich habe überlebt
1564,i survived,ich überlebte
1565,i think so,ich stimme dem zu
1566,i threw up,ich habe gekotzt
1567,i threw up,ich habe mich übergeben
1568,i threw up,ich habe erbrochen
1569,i told tom,ich habe es tom gesagt
1570,i use this,ich verwende das
1571,i use this,ich benutze das
1572,i want tom,ich will tom
1573,i want one,ich will einen
1574,i want one,ich will eins
1575,i want one,ich will eine
1576,i want one,ich will eins
1577,i want you,ich will dich
1578,i want you,ich will dich
1579,i was away,ich war weg
1580,i was busy,ich war beschäftigt
1581,i was calm,ich war ruhig
1582,i was cold,mir war kalt
1583,i was good,ich war gut
1584,i was here,ich war hier
1585,i was late,ich kam zu spät
1586,i was rude,ich war ruppig
1587,i was sick,ich habe gekotzt
1588,i was sick,ich war krank
